"2014-1-62735","elizabeth.nsubuga@lpunetwork.edu.ph","4c7605926f2d78cee892e9c14edc28cdc50d02655910f54aaf501efc11e50185","0"
"2014-1-72634","amanda.menta@lpunetwork.edu.ph","760e2c08813b3ace8cdfe79e8db2fcfb00337cc2364f827466b0544de5cf07d6","0"
"2015-2-06969","jieun.lee@lpunetwork.edu.ph","5eda95ce0649e173966bf5026880d15fb1cbef6d2bc33533db879082d05c26aa","0"
"2015-2-09696","momo.hirai@lpunetwork.edu.ph","00bd50b4eead991214bef23eb367a8837fd062bc657c5c74b8f24c095f91875a","0"
"2015-2-11725","arnel.magusara@lpunetwork.edu.ph","76790811db873e829e699539bebebcf6205fca16c46fc8fd69f85e5c5cbb7ccc","0"
"2016-4-72653","rothessa.caringal@lpunetwork.edu.ph","9db7e02150333a6f5a8fa3a76599427cb6c71b9d3e2ca0fd598bb61b57fb1db3","0"
"2313-1-15021","mark.guinto@lpunetwork.edu.ph","d787fce5d33972def28c0d0c65d88b20269a639df62f0d7ce31671bab9b9332a","0"
"3239-9-82430","danny.layug@lpunetwork.edu.ph","83491807ca75319d745dd9fd4a3e33bd3cb17817bac4d1438c90bb30b2480834","0"
"5971-9-60572","jericho.guinto@lpunetwork.edu.ph","d787fce5d33972def28c0d0c65d88b20269a639df62f0d7ce31671bab9b9332a","0"
"8659-7-63374","jira.latagan@lpunetwork.edu.ph","36d75ff62e45149179e75ddeb08943e1253b68b87232dcb4a1c450f53676da81","0"
