2020-1-0001,misaki.dollen@lpunetwork.edu.ph,4c7605926f2d78cee892e9c14edc28cdc50d02655910f54aaf501efc11e50185,0
2020-1-0002,alberto.dollen@lpunetwork.edu.ph,760e2c08813b3ace8cdfe79e8db2fcfb00337cc2364f827466b0544de5cf07d6,0
2020-1-0003,jieun.lee@lpunetwork.edu.ph,5eda95ce0649e173966bf5026880d15fb1cbef6d2bc33533db879082d05c26aa,0
2020-1-0004,momo.hirai@lpunetwork.edu.ph,00bd50b4eead991214bef23eb367a8837fd062bc657c5c74b8f24c095f91875a,0
2020-1-0005,arnel.abry@lpunetwork.edu.ph,76790811db873e829e699539bebebcf6205fca16c46fc8fd69f85e5c5cbb7ccc,0
2020-1-0006,rothessa.scrinage@lpunetwork.edu.ph,9db7e02150333a6f5a8fa3a76599427cb6c71b9d3e2ca0fd598bb61b57fb1db3,0
2020-1-0007,mark.guinto@lpunetwork.edu.ph,d787fce5d33972def28c0d0c65d88b20269a639df62f0d7ce31671bab9b9332a,0
2020-1-0008,danny.layug@lpunetwork.edu.ph,83491807ca75319d745dd9fd4a3e33bd3cb17817bac4d1438c90bb30b2480834,0
2020-1-0009,jericho.guinto@lpunetwork.edu.ph,d787fce5d33972def28c0d0c65d88b20269a639df62f0d7ce31671bab9b9332a,0
2020-1-0010,jira.latagan@lpunetwork.edu.ph,36d75ff62e45149179e75ddeb08943e1253b68b87232dcb4a1c450f53676da81,0
2020-1-0011,yuna.taira@lpu.edu.ph,,0
2020-1-0012,mordacai.berick@lpu.edu.ph,,0
