2021-1-00251,Conant,Genderfluid,Castiello,student,College of Nursing,1993-07-06,Female,5'5,40.81,A+
2021-2-00251,Tilly,Genderfluid,Bussel,student,College of International Tourism and Hospitality Management,1982-12-27,Female,5'6,16.35,O+
2021-3-00251,Elie,Female,Berre,student,College of Arts and Sciences,1992-06-30,Female,5'9,86.95,B+
2021-4-00251,Scarlet,Polygender,Charlick,student,College of Nursing,1997-05-24,Female,5'4,51.39,A+
2021-1-00252,Gretal,Polygender,Smitham,student,College of Nursing,1993-05-13,Female,5'5,71.19,A+
2021-2-00252,Garrett,Genderqueer,Scammonden,student,College of International Tourism and Hospitality Management,1983-07-27,Male,5'6,41.59,O+
2021-3-00252,Rheta,Male,Scaife,student,College of Allied Medical Sciences,1999-06-06,Female,5'9,43.92,B+
2021-4-00252,Wendall,Female,Hing,student,College of Allied Medical Sciences,1998-05-20,Male,5'4,84.5,A+
2021-1-00253,Dina,Non-binary,Richens,student,College of Business Administration,1986-03-24,Female,5'5,2.31,A+
2021-2-00253,Ursula,Non-binary,Doumerc,student,College of Nursing,1982-12-15,Male,5'6,2.07,O+
2021-3-00253,Vaughan,Female,Cato,student,College of Allied Medical Sciences,1984-05-15,Female,5'9,74.3,B+
2021-4-00253,Brander,Agender,Augie,student,College of Nursing,1992-05-24,Male,5'4,69.75,A+
2021-1-00254,Jewel,Bigender,Reuben,student,College of Business Administration,1987-06-03,Female,5'5,87.42,A+
2021-2-00254,Temple,Non-binary,Bambrick,student,College of Fine Arts and Design,2001-04-24,Female,5'6,9.71,O+
2021-3-00254,Juanita,Male,Britnell,student,College of Arts and Sciences,1998-04-16,Female,5'9,78.18,B+
2021-4-00254,Danni,Bigender,Mathonnet,student,College of Arts and Sciences,1982-11-03,Female,5'4,83.95,A+
2021-1-00255,Agnes,Bigender,Tullett,student,College of Fine Arts and Design,1991-11-10,Female,5'5,94.06,A+
2021-2-00255,Genna,Polygender,Geekie,student,College of Business Administration,1992-11-22,Male,5'6,16.94,O+
2021-3-00255,Kelsi,Genderqueer,Barley,student,"College of Engineering, Computer Studies and Architecture",2001-12-01,Male,5'9,68.37,B+
2021-4-00255,Byran,Bigender,Raubenheimers,student,"College of Engineering, Computer Studies and Architecture",1996-07-29,Female,5'4,53.97,A+
2021-1-00256,Cesaro,Agender,Miche,student,College of Fine Arts and Design,1998-06-15,Female,5'5,24.61,A+
2021-2-00256,Dorice,Genderqueer,Danne,student,College of Business Administration,1999-04-27,Male,5'6,98.93,O+
2021-3-00256,Freda,Genderqueer,Cristofolo,student,College of Fine Arts and Design,1996-05-04,Male,5'9,34.51,B+
2021-4-00256,Charlene,Polygender,Stienham,student,College of Arts and Sciences,1988-10-01,Male,5'4,93.35,A+
2021-1-00257,Adeline,Genderfluid,Phillp,student,College of Arts and Sciences,1982-02-07,Female,5'5,26.26,A+
2021-2-00257,Venus,Polygender,Plascott,student,College of Fine Arts and Design,2001-12-09,Male,5'6,70.24,O+
2021-3-00257,Anthiathia,Agender,Daglish,student,College of Allied Medical Sciences,1989-07-07,Female,5'9,82.88,B+
2021-4-00257,Stanford,Polygender,Schubart,student,"College of Engineering, Computer Studies and Architecture",1998-10-27,Male,5'4,91.02,A+
2021-1-00258,Rica,Genderqueer,de Courcey,student,College of Nursing,1989-10-19,Female,5'5,54.64,A+
2021-2-00258,Daniel,Male,Jermy,student,College of Allied Medical Sciences,1983-07-11,Male,5'6,26.87,O+
2021-3-00258,Jackson,Male,Cornilleau,student,College of International Tourism and Hospitality Management,1996-12-14,Female,5'9,49.51,B+
2021-4-00258,Rolf,Bigender,Oakes,student,College of Fine Arts and Design,1991-06-24,Female,5'4,12.85,A+
2021-1-00259,Georgianna,Non-binary,Shilladay,student,"College of Engineering, Computer Studies and Architecture",1994-06-24,Male,5'5,29.67,A+
2021-2-00259,Starlene,Bigender,Snedden,student,College of Business Administration,1994-08-29,Male,5'6,40.07,O+
2021-3-00259,Manolo,Genderfluid,Chrisp,student,College of Fine Arts and Design,1999-12-25,Male,5'9,94.53,B+
2021-4-00259,Fenelia,Bigender,Rablen,student,"College of Engineering, Computer Studies and Architecture",1998-10-09,Female,5'4,6.34,A+
2021-1-00260,Crin,Bigender,Nequest,student,College of Fine Arts and Design,1983-08-09,Male,5'5,97.3,A+
2021-2-00260,Erik,Genderfluid,Giraudo,student,College of International Tourism and Hospitality Management,1997-12-21,Female,5'6,1.45,O+
2021-3-00260,Sally,Male,Bottby,student,College of Business Administration,1989-08-15,Male,5'9,18.29,B+
2021-4-00260,Dom,Male,Limpertz,student,College of Fine Arts and Design,2001-02-21,Female,5'4,27.08,A+
2021-1-00261,Normie,Genderfluid,Gadault,student,College of Fine Arts and Design,1994-10-09,Male,5'5,8.47,A+
2021-2-00261,Marius,Genderqueer,Audley,student,College of Fine Arts and Design,1989-02-10,Male,5'6,1.72,O+
2021-3-00261,Micki,Agender,Batthew,student,College of International Tourism and Hospitality Management,1987-10-23,Male,5'9,16.16,B+
2021-4-00261,Bobinette,Genderfluid,Simunek,student,College of Nursing,2000-04-30,Female,5'4,75.21,A+
2021-1-00262,Melinda,Non-binary,Ollis,student,College of Business Administration,1981-09-28,Male,5'5,41.62,A+
2021-2-00262,Donovan,Genderqueer,Birt,student,"College of Engineering, Computer Studies and Architecture",1992-08-19,Female,5'6,79.98,O+
2021-3-00262,Gilligan,Male,Collip,student,College of International Tourism and Hospitality Management,1990-01-01,Female,5'9,53.84,B+
2021-4-00262,Guido,Bigender,Skeldon,student,College of Nursing,1994-06-05,Male,5'4,29.26,A+
2021-1-00263,Annelise,Non-binary,Baldassi,student,College of Nursing,1995-06-24,Male,5'5,21.22,A+
2021-2-00263,Kippie,Male,Januszkiewicz,student,College of Business Administration,1991-10-19,Male,5'6,7.73,O+
2021-3-00263,Felicia,Male,Mercey,student,College of Allied Medical Sciences,1985-07-27,Male,5'9,86.7,B+
2021-4-00263,Rowland,Polygender,Almey,student,College of International Tourism and Hospitality Management,1989-12-29,Male,5'4,29.35,A+
2021-1-00264,Olenolin,Non-binary,Szymanek,student,College of Business Administration,1999-11-14,Male,5'5,43.86,A+
2021-2-00264,Yuma,Bigender,Covotto,student,College of Allied Medical Sciences,1985-11-18,Female,5'6,41.32,O+
2021-3-00264,Waite,Genderqueer,Yeld,student,College of Allied Medical Sciences,1984-11-07,Female,5'9,99.13,B+
2021-4-00264,Carrie,Genderqueer,Broxholme,student,College of Fine Arts and Design,2002-11-08,Female,5'4,33.88,A+
2021-1-00265,Rollin,Genderqueer,Curd,student,College of Fine Arts and Design,1985-06-21,Male,5'5,41.03,A+
2021-2-00265,Frankie,Genderfluid,Dummer,student,College of Business Administration,1999-09-11,Female,5'6,91.6,O+
2021-3-00265,Mallissa,Female,Verni,student,College of Business Administration,1997-04-10,Male,5'9,46.25,B+
2021-4-00265,Leandra,Genderfluid,Founds,student,College of Fine Arts and Design,2002-07-27,Male,5'4,94.41,A+
2021-1-00266,Elysha,Female,Thurman,student,College of Nursing,1987-04-21,Female,5'5,33.03,A+
2021-2-00266,Mariellen,Polygender,Hostan,student,College of Business Administration,1996-06-07,Male,5'6,74.9,O+
2021-3-00266,Lazarus,Female,Niave,student,College of Nursing,1986-07-18,Male,5'9,42.7,B+
2021-4-00266,Anallise,Male,Ethelstone,student,College of Business Administration,1990-05-04,Male,5'4,81.14,A+
2021-1-00267,Tarrance,Bigender,Yeulet,student,College of International Tourism and Hospitality Management,1984-03-15,Male,5'5,32.41,A+
2021-2-00267,Turner,Genderfluid,Chismon,student,College of Nursing,1987-01-22,Male,5'6,49.37,O+
